SKU,"Attribute Set Name","Acne Treatment Benefits - Quiz","Anti Aging Treatments - Quiz","Cleanser Benefits - Quiz","Discoloration Benefits - Quiz","Exfoliator Benefits - Quiz","Eye Cream Benefits - Quiz",Ingredients,"Moisturizer Benefits - Quiz","Moisturizer Fragrance - Quiz","Serum Benefits - Quiz",Size,"Skin Concern","SPF Benefits - Quiz"
13006,"Kate Somerville",,,,,,,"<p>Nourish Daily Moisturizer:
<br>Water/Aqua/Eau, Cetyl Lactate, Ethylhexyl Palmitate, Glyceryl Stearate, PEG-100 Stearate, Glycerin, Lavendula (Lavender) Angustifolia Extract, Camellia Sinensis Leaf Extract, Butylene Glycol, Triethanolamine, Tetrahexyldecyl Ascorbate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Citrus Aurantium Dulcis (Orange) Peel Oil, Zingiber Officinale (Ginger) Extract, Disodium EDTA, Carbomer, Polysorbate 20, Retinyl Palmitate, Palmitoyl Oligopeptide, Palmitoyl Tetrapeptide-7, Tocopherol, Chlorphenesin, Sodium Benzoate, Potassium Sorbate, Limonene, Linalool</p>

<p>Nourish Body Perfection Body Rescue Cream:
<br>Water/Aqua/Eau, Neopentyl Glycol Diethylhexanoate, Butyrospermum Parkii (Shea) Butter, Theobroma Grandiflorum Fruit Extract, Myristyl Myristate, Pentaerythrityl Tetracaprylate/Tetracaprate, Cetearyl Alcohol, Glycerin, Propanediol, Glyceryl Stearate,  PEG-40 Stearate, Cyclopentasiloxane, Cyclohexasiloxane, Squalane, Hydrolyzed Starch, Beta Vulgaris (Beet) Root Extract/Extrait de racine de betterave, Ceteareth-20, Dimethicone, Butylene Glycol, Tocopheryl Acetate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Aminomethyl Propanol, Lavandula Angustifolia (Lavender) Oil, Citrus Aurantium Dulcis (Orange) Oil, Xanthan Gum, Mica, Silica, Ethylhexylglycerin, Lavandula Angustifolia (Lavender) Flower/Leaf/Stem Extract, Zingiber Officinale (Ginger) Extract, Camellia Oleifera Leaf Extract, Disodium EDTA, Carbomer, Polysorbate 20, Palmitoyl Oligopeotide, Palmitoyl Tetrapeptide-3, Phenoxyethanol, Titanium Dioxide (CI 77891), Limonene, Linalool, Citral, Geraniol</p>",,No,,Kit,"All Skin Types, Sensitive",
13007,"Kate Somerville",,,,,,,"<p>HydraKate Line Release Face Serum:
<br>Water/Aqua/Eau, Cyclopentasiloxane, Dimethiconol, Sodium Hyaluronate, Ethylhexyl Cocoate, Pullulan, Sodium Hydroxide, Glycerin, Carbomer, Algae Extract, Caprylyl Glycol, Phenyl Trimethicone, Acetyl Octapeptide-3, Pentapeptide-18, Dimethicone, Glycolipids, Lecithin, Phenoxyethanol, Ethylhexylglycerin, Potassium Sorbate, Sodium Benzoate</p>

<p>Line Release Under Eye Repair Cream: 
<br>Water/Aqua/Eau, Polysilicone-11, Cyclotetrasiloxane, C12-15 Alkyl Benzoate, Glycerin, PPG-12/SMDI Copolymer, Cyclopentasiloxane, Theobroma Grandiflorum (Cupuacu) Seed Butter, Cetyl PEG/PPG-10/1 Dimethicone, Butylene Glycol, Dimethicone, C12-15 Alkyl Benzoate, Cyclopentasiloxane, Sodium Chloride, Acetyl Hexapeptide-8, Dimethiconol, Ethylhexylglycerin, Cucumis Sativus (Cucumber) Fruit Extract, Tribehenin, Cetyl Esters, Ethtylhexyl Cocoate, Urea, Sodium PCA, Hydrolyzed Rice Bran Protein, Ceramide 2, Trehalose, PEG 10 Rapeseed Sterol, PEG/PPG-18/18 Dimethicone, Dipeptide Diaminobutyroyl Benzylamide Diacetate, Carbomer, Polysorbate 20, Oxido Reductases, Glycine Soja (Soybean) Protein, Triacetin, Lecithin, Hydrogenated Lecithin, Triethanolamine, Tocopheryl Acetate, Retinyl Palmitate, Hydrogenated Lecithin, Disodium Phosphate, Cyclohexasiloxane, Caprylic/Capric Triglyceride, BHT, Ascorbyl Palmitate, Xanthan Gum, Sodium Hyaluronate, Lysine, Glycine, Polyquaternium-51, Palmitoyl Oligopeptide, Glycolipids, Sodium Phosphate, Palmitoyl Tetrapeptide-7, Proline, Phenyl Trimethicone, Phenoxyethanol</p>",,No,,Kit,Anti-Aging,
13009,"Kate Somerville",,,,,,,"<p>Goat Milk Body Lotion:
<br>Aloe barbadensis Leaf Juice, Goat Milk, Rosa damascena Flower Water, Cocos nucifera (Coconut) Oil, Glycerin, Emulsifying Wax NF, Stearic Acid, Hamamelis virginiana (Witch Hazel) Water, Tocopherol, Vitis vinifera  (Grape) Seed Oil, Prunus Amygdalus dulcis (Sweet Almond) Oil, Phenoxyethanol, Xanthan Gum, Mannan, Honey/Mel/Miel, Salix nigra (Willow) bark Extract, Melia Azadirachta Seed Oil, Rosmarinus officinalis (Rosemary) Extract, Tetrasodium EDTA, Citric Acid</p>

<p>Goat Milk Cream:
<br>Aloe barbadensis Leaf Juice, Goat Milk, Cocos nucifera (Coconut) Oil, Emulsifying Wax NF, Stearic Acid, Glycerin, Vitis vinifera (Grape) seed Oil, Simmondsia chinensis (Jojoba) Seed Oil, Persea Gratissima (Avocado) Oil, Hamamelis virginiana (Witch Hazel) Water, Tocopherol, Phenoxyethanol, Xanthan Gum, Salix nigra (Willow) bark Extract, Ascorbyl Palmitate, Mannan, Melia Azadirachta Seed Oil, Rosmarinus officinalis (Rosemary) Extract, Tetrasodium EDTA, Citric Acid</p>",,No,,Kit,"Dry, Sensitive",
13003,"Kate Somerville",,,,,,,"<p>Gentle Daily Wash:
<br>Water/Aqua/Eau, Sodium C14-16 Olefin Sulfonate, Cocamidopropyl Betaine, Acrylates Copolymer, PEG/PPG-8/3 Diisostearate, Glycerin, Sodium Hydroxide, Silicone Quaternium-8, Quillaja Saponaria Bark Extract, Butylene Glycol, Lavandula Angustifolia (Lavender) Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Disodium EDTA, Salvia Officinalis (Sage) Oil, Zinc PCA, Citric Acid, Chlorphenesin, Potassium Sorbate, Sodium Benzoate, Linalool, Limonene</p>

<p>True Lash Lash Enhancing Eye Makeup Remover:
<br>Water/Aqua/Eau, Caprylyl Methicone, Isohexadecane, Tridecyl Trimellitate, Glycerin, Propanediol, Polysorbate 20, Sodium Hydroxide, Sodium PCA, Acrylates/ C10-30 Alkyl Acrylate Crosspolymer, Urea, Trehalose, Rosa Canina Fruit Oil, Oenothera Biennis (Evening Primrose) Oil, Persea Gratissima (Avocado) Oil, Aloe Barbadensis Extract, Chamomilla Recutita (Matricaria) Extract, Camellia Oleifera Leaf Extract, Euphrasia Officinalis Extract, Camellia Sinensis Leaf Extract, Triacetin, Polyquaternium-51, Sodium Hyaluronate, Myristoyl Pentapeptide-17, Disodium EDTA, Ethylhexylglycerin, Phenoxyethanol, Fragrance (Parfum)</p>",,No,,Kit,"All Skin Types",
13002,"Kate Somerville",,,,,,,"<p>Detox Daily Cleanser:
<br>Water/Aqua/Eau, Sodium Laureth Sulfate, Acrylates Copolymer, Sodium Hydroxide, Cocamidopropyl Betaine, Glycerin, Polysorbate 20, Phytic Acid, Salicylic Acid, Sodium Citrate, Butylene Glycol, Citrus Reticulata (Tangerine) Peel Oil, Sodium PCA, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Cyanocobalamin, Urea, Panthenol, Glycolic Acid, Lactic Acid, Allantoin, Aloe Barbadensis Leaf Juice Powder, Sodium Riboflavin Phosphate, Citric Acid, Disodium EDTA, Potassium Sorbate, Sodium Benzoate, Chlorphenesin, Limonene</p>

<p>True Lash Lash Enhancing Eye Makeup Remover:
<br>Water/Aqua/Eau, Caprylyl Methicone, Isohexadecane, Tridecyl Trimellitate, Glycerin, Propanediol, Polysorbate 20, Sodium Hydroxide, Sodium PCA, Acrylates/ C10-30 Alkyl Acrylate Crosspolymer, Urea, Trehalose, Rosa Canina Fruit Oil, Oenothera Biennis (Evening Primrose) Oil, Persea Gratissima (Avocado) Oil, Aloe Barbadensis Extract, Chamomilla Recutita (Matricaria) Extract, Camellia Oleifera Leaf Extract, Euphrasia Officinalis Extract, Camellia Sinensis Leaf Extract, Triacetin, Polyquaternium-51, Sodium Hyaluronate, Myristoyl Pentapeptide-17, Disodium EDTA, Ethylhexylglycerin, Phenoxyethanol, Fragrance (Parfum)</p>",,No,,Kit,"Acne, Anti-Aging & Acne, Oily",
13005,"Kate Somerville",,,,,,,"<p>ExfoliKate Intensive Exfoliating Treatment:
<br>Water/Aqua/Eau, Lactic Acid, Polyethylene, Glycine Soja (Soybean) Oil, Cetearyl Alcohol, Pectin, Carica Papaya (Papaya) Fruit, Lactobacillus Pumpkin Ferment Extract, Ceteareth-20, Cetyl Alcohol, Glyceryl Stearate, Dehydroxanthan Gum, PEG-100 Stearate, Salicylic Acid, SD Alcohol 40-B, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Sorbic Acid, Cinnamomum Cassia Leaf Oil, Honey (Mel), Acetic Acid, Lavandula Angustifolia (Lavender) Oil, Potassium Sorbate, Tocopheryl Acetate, Retinyl Palmitate, Bromelain, Papain, Aloe Barbadensis Leaf Juice, Phenoxyethanol, Geranium Maculatum Oil, Aniba Rosaeodora (Rosewood) Wood Oil, Pogostemon Cablin Oil, Citrus Aurantium Dulcis (Orange) Oil, Linalool, Limonene, Cinnamal, Beta-Carotene (CI 75130), Chlorophyllin-Copper Complex (CI 75810)</p>

<p>CytoCell Dark Circle Corrective Eye Cream:
<br>Water/Aqua/Eau, Butylene Glycol, Caprylic/Capric Triglyceride, Ethylhexyl Isononanoate, Cyclopentasiloxane, Glycerin, Cetyl Esters, Behenyl Alcohol, Tridecyl Trimellitate, Arachidyl Alcohol, HDI/Trimethylol Hexyllactone Crosspolymer, Hydroxyethylcellulose, Tetrahydroxypropyl Ethylenediamine, Arachidyl Glucoside, Carbomer, Hydrogenated Lecithin, Whey Protein, 1, 2-Hexanediol, Caprylyl Glycol, Dimethicone/Vinyl Dimethicone Crosspolymer, Silica, Pyridoxine Tris-Hexyldecanoate, Tropolone, Acetyl Tetrapeptide-5, Disodium Phosphate, Sodium Phosphate, sh-Polypeptide-72, Sodium Hydroxide, Citric Acid, Methylisothiazolinone, Mica, Titanium Dioxide (CI 77891), Tin Oxide (CI 77861)                 </p>",,No,,Kit,"All Skin Types",
13025,"Kate Somerville",,,,,,,,,No,,Kit,Anti-Aging,
09997,"Kate Somerville",,,,,,,,,No,,N/A,,
13012,"Kate Somerville",,,,,,,"<p>Gentle Daily Wash: Water/Aqua/Eau, Sodium C14-16 Olefin Sulfonate, Cocamidopropyl Betaine, Acrylates Copolymer, PEG/PPG-8/3 Diisostearate, Glycerin, Sodium Hydroxide, Silicone Quaternium-8, Quillaja Saponaria Bark Extract, Butylene Glycol, Lavandula Angustifolia (Lavender) Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Disodium EDTA, Salvia Officinalis (Sage) Oil, Zinc PCA, Citric Acid, Chlorphenesin, Potassium Sorbate, Sodium Benzoate, Linalool, Limonene<p>

<p>ExfoliKate® Intensive Exfoliating Treatment: Water/Aqua/Eau, Lactic Acid, Polyethylene, Glycine Soja (Soybean) Oil, Cetearyl Alcohol, Pectin, Carica Papaya (Papaya) Fruit, Lactobacillus Pumpkin Ferment Extract, Ceteareth-20, Cetyl Alcohol, Glyceryl Stearate, Dehydroxanthan Gum, PEG-100 Stearate, Salicylic Acid, SD Alcohol 40-B, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Sorbic Acid, Cinnamomum Cassia Leaf Oil, Honey (Mel), Acetic Acid, Lavandula Angustifolia (Lavender) Oil, Potassium Sorbate, Tocopheryl Acetate, Retinyl Palmitate, Bromelain, Papain, Aloe Barbadensis Leaf Juice, Phenoxyethanol, Geranium Maculatum Oil, Aniba Rosaeodora (Rosewood) Wood Oil, Pogostemon Cablin Oil, Citrus Aurantium Dulcis (Orange) Oil, Linalool, Limonene, Cinnamal, Beta-Carotene (CI 75130), Chlorophyllin-Copper Complex (CI 75810)<p>
                                                                                                                                  
<p>CytoCell Dermal Energizing Treatment: Water (Aqua), Butyrospermum Parkii (Shea Butter), Glycerin, Dimethicone, Ethylhexyl Isononanoate, C4-24 Alkyl Dimethicone/Divinyldimethicone Crosspolymer/Isodecyl Isononanoate, Isohexadecane, Tridecyl Trimellitate, Pentylene Glycol, Behenyl Alcohol, Cetearyl Alcohol, Hydrogenated Lecithin, Linoleic Acid,Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Whey Protein, Cetearyl Glucoside, Linolenic Acid, 1, 2-Hexanediol, Caprylyl Glycol, Polysorbate 80, Disodium EDTA, o-Cymen-5-OL, Lavandula Angustifolia (Lavender) Oil, Lavandula Hybrida Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Pelargonium Graveolens Flower Oil, Pogostemon Cablin Oil, Polydiethyleneglycol Adipate/IPDI Copolymer, Tocopherol, Tropolone, Polypeptide-72, Citronellol, Limonene, Linalool<p>

<p>CytoCell Dark Circle Corrective Eye Cream: Water/Aqua/Eau, Butylene Glycol, Caprylic/Capric Triglyceride, Ethylhexyl Isononanoate, Cyclopentasiloxane, Glycerin, Cetyl Esters, Behenyl Alcohol, Tridecyl Trimellitate, Arachidyl Alcohol, HDI/Trimethylol Hexyllactone Crosspolymer, Hydroxyethylcellulose, Tetrahydroxypropyl Ethylenediamine, Arachidyl Glucoside, Carbomer, Hydrogenated Lecithin, Whey Protein, 1, 2-Hexanediol, Caprylyl Glycol, Dimethicone/Vinyl Dimethicone Crosspolymer, Silica, Pyridoxine Tris-Hexyldecanoate, Tropolone, Acetyl Tetrapeptide-5, Disodium Phosphate, Sodium Phosphate, sh-Polypeptide-72, Sodium Hydroxide, Citric Acid, Methylisothiazolinone, Mica, Titanium Dioxide (CI 77891), Tin Oxide (CI 77861)",,No,,Kit,Anti-Aging,
13011,"Kate Somerville",,,,,,,"<p>Detox Daily Cleanser: Water/Aqua/Eau, Sodium Laureth Sulfate, Acrylates Copolymer, Sodium Hydroxide, Cocamidopropyl Betaine, Glycerin, Polysorbate 20, Phytic Acid, Salicylic Acid, Sodium Citrate, Butylene Glycol, Citrus Reticulata (Tangerine) Peel Oil, Sodium PCA, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Cyanocobalamin, Urea, Panthenol, Glycolic Acid, Lactic Acid, Allantoin, Aloe Barbadensis Leaf Juice Powder, Sodium Riboflavin Phosphate, Citric Acid, Disodium EDTA, Potassium Sorbate, Sodium Benzoate, Chlorphenesin, Limonene<p>

ExfoliKate® Acne Clearing Exfoliating Acne Treatment:
Active Ingredient: Salicylic acid 0.5%  
Inactive Ingredients: Water/Aqua/Eau, Dicaprylyl Carbonate, Montmorillonite, Glycerin, Distarch Phosphate, Triethanolamine, Glyceryl Stearate, 4-Terpineol, Jojoba Esters, Cetearyl Alcohol, Ceteareth-20, Polyacrylamide, Lactic Acid, Glycolic Acid, Phytic Acid, Protease, Copaifera Officinalis (Balsam Copaiba) Resin, C13-14 Isoparaffin, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Lavandula Angustifolia (Lavender) Oil, Carapa Guaianensis Seed Oil, Euterpe Oleracea Fruit Oil, Laureth-7, Dehydroxanthan Gum, Citrus Limon (Lemon) Peel Oil, Citrus Paradisi (Grapefruit) Peel Oil, Alcohol, Pelargonium Graveolens (Geranium) Flower Oil, Genipa Americana Fruit Extract, Ocimum Basilicum (Basil) Oil, Jasminum Officinale (Jasmine) Oil, Glycine, Carica Papaya (Papaya) Fruit Extract, Ananas Sativus (Pineapple) Fruit Extract, Hamamelis Virginiana (Witch Hazel) Leaf Extract, Salix Nigra (Willow) Bark Extract, Sodium Hydroxide, Ethylhexylglycerin, Phenoxyethanol, Limonene, Linalool<p>
                                                                                                                                  
<p>Oil Free Moisturizer: Water/Aqua/Eau, Isocetyl Stearate, Pentaerythrityl Tetracaprylate/Tetracaprate, C12-15 Alkyl Benzoate, Polyamide-5, Xylitolglucoside, Anhydroxylitol, Xylitol, Dipalmitoyl Hydroxyproline, PEG/PPG-18/18 Dimethicone, Behenyl Alcohol, Pullulan, Cetearyl Ethylhexanoate, Sodium Polyacrylate, Dimethicone, Cyclopentasiloxane, Butylene Glycol, Trideceth-6, Algae Extract, Triethanolamine, Ahnfeltia Concinna Extract, Ethylhexylglycerin, Phenoxyethanol<p>

<p>EradiKate: 
Active ingredient: Sulfur, 10%	
</p>Inactive ingredients:  Isopropyl Alcohol, Water/Aqua/Eau, Camphor, Magnesium Aluminum Silicate, Salicylic Acid, Iron Oxides (CI 77489, CI 77491, CI 77492, CI 77499), Zinc Oxide (CI 77947)	
<p>
",,No,,Kit,"Acne, Oily",
10164,"Kate Somerville",,,,,,,"<p>Active Ingredients: Avobenzone, 3%; Homosalate, 7.5%; Octisalate, 5%; Octocrylene, 2.5%; Oxybenzone, 4% <br />Inactive Ingredients: Water/Aqua/Eau, Neopentyl Glycol Diethylhexanoate, Diisopropyl Dimer Dilinoleate, Propanediol, Undecylcrylene Dimethicone, Mangifera Indica (Mango) Seed Butter, Bis-PEG/PPG-20/5 PEG/PPG-20/5 Dimethicone, Methoxy PEG/PPG-25/4 Dimethicone, Dimethicone, Butyrospermum Parkii (Shea) Butter, Ethyl Methicone, Helianthus Annuus (Sunflower) Seed Oil, Ethyl Ferulate, Polyglyceryl-5 Trioleate, Rosmarinus Officinalis (Rosemary) Leaf Extract, Disodium Uridine Phosphate, Neopentyl Glycol Diethylhexanoate, Silica, Caffeine, Glyceryl Stearate, Cetearyl Alcohol, Caprylic/Capric Triglyceride, Tocopheryl Acetate, Chondrus Crispus (Carrageenan) Extract, Carbomer, Aminomethyl Propanol, Xanthan Gum, Ethylhexylglycerin, Disodium EDTA, Phospholipids, Retinyl Palmitate, Ascorbyl Palmitate, Leuconostoc/Radish Root Ferment Filtrate, Hydrolyzed Chondrus Crispus Extract, Sodium Hyaluronate, Phenoxyethanol, Fragrance (Parfum), Citronellol, Geraniol, Hexyl Cinnamal, Limonene, Linalool, Mica, Titanium Dioxide (CI 77891), Iron Oxides (77491)</p>",,No,,"5 Fl. Oz.","All Skin Types",
10158,"Kate Somerville Anti Aging Treatments",,,,,,,"Water/Aqua/Eau, Ethylhexyl Palmitate, Diethylhexyl Carbonate, Diisopropyl Dimer Dilinoleate, Stearyl Alcohol, Cetearyl Alcohol, Propanediol, Jojoba Esters, Glycerin, Glyceryl Stearate, Caprylic/Capric Triglyceride, PEG-40 Stearate,Tocopheryl Acetate,  PPG-12/SMDI Copolymer, Butylene Glycol, Pentylene Glycol, Polyacrylate-13, Ceteareth-20, Retinol, Polyisobutene, Chondrus Crispus (Carrageenan) Extract, Polysorbate 20, Cyperus Esculentus Tuber Extract, Lavandula Angustifolia (Lavender) Oil, Disodium EDTA, Prunus Armeniaca (Apricot) Fruit Extract , Cucumis Melo Cantalupensis Fruit Extract , Daucus Carota Sativa (Carrot) Root Extract , Mangifera Indica (Mango) Fruit Extract, Prunus Domestica Fruit Extract, Dioscorea Villosa (Wild Yam) Root Extract, Hydroxyphenyl Propamidobenzoic Acid, Cetyl Palmitate, Hydrolyzed Chondrus Crispus Extract , Polysorbate 20, Ethylhexylglycerin, Triethanolamine, Ceramide 3, Sodium Hyaluronate, Phenoxyethanol, Linalool",,No,,"1 Fl. Oz.",Anti-Aging,
10151,"Kate Somerville",,,,,,,"<p>CytoCell Dermal Energizing Treatment:
<br>Water/Aqua/Eau, Butyrospermum Parkii (Shea Butter), Glycerin, Dimethicone, Ethylhexyl Isononanoate, Isodecyl Isononanoate, Isohexadecane, Tridecyl Trimellitate, Pentylene Glycol, Behenyl Alcohol, Cetearyl Alcohol, Hydrogenated Lecithin, Linoleic Acid, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Whey Protein, Cetearyl Glucoside, Linolenic Acid, C4-24 Alkyl Dimethicone/Divinyldimethicone Crosspolymer, 1, 2-Hexanediol, Caprylyl Glycol, Polysorbate 80, Disodium EDTA, o-Cymen-5-ol, Lavandula Angustifolia (Lavender) Oil, Lavandula Hybrida Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Pelargonium Graveolens Flower Oil, Pogostemon Cablin Oil, Polydiethyleneglycol Adipate/IPDI Copolymer, Tocopherol, Tropolone, Disodium Phosphate, Sodium Phosphate, sh-oligopeptide-72, Linalool, Limonene, Citronellol, Geraniol</p>

<p>CytoCell Dark Circle Corrective Eye Cream:
<br>Water/Aqua/Eau, Butylene Glycol, Caprylic/Capric Triglyceride, Ethylhexyl Isononanoate, Cyclopentasiloxane, Glycerin, Cetyl Esters, Behenyl Alcohol, Tridecyl Trimellitate, Arachidyl Alcohol, HDI/Trimethylol Hexyllactone Crosspolymer, Hydroxyethylcellulose, Tetrahydroxypropyl Ethylenediamine, Arachidyl Glucoside, Carbomer, Hydrogenated Lecithin, Whey Protein, 1, 2-Hexanediol, Caprylyl Glycol, Dimethicone/Vinyl Dimethicone Crosspolymer, Silica, Pyridoxine Tris-Hexyldecanoate, Tropolone, Acetyl Tetrapeptide-5, Disodium Phosphate, Sodium Phosphate, sh-Polypeptide-72, Sodium Hydroxide, Citric Acid, Methylisothiazolinone, Mica, Titanium Dioxide (CI 77891), Tin Oxide (CI 77861)</p>",,No,,Kit,"All Skin Types, Anti-Aging",
13013,"Kate Somerville",,,,,,,"<p>ExfoliKate Intensive Exfoliating Treatment: Water/Aqua/Eau, Lactic Acid, Polyethylene, Glycine Soja (Soybean) Oil, Cetearyl Alcohol, Pectin, Carica Papaya (Papaya) Fruit, Lactobacillus Pumpkin Ferment Extract, Ceteareth-20, Cetyl Alcohol, Glyceryl Stearate, Dehydroxanthan Gum, PEG-100 Stearate, Salicylic Acid, SD Alcohol 40-B, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Sorbic Acid, Cinnamomum Cassia Leaf Oil, Honey (Mel), Acetic Acid, Lavandula Angustifolia (Lavender) Oil, Potassium Sorbate, Tocopheryl Acetate, Retinyl Palmitate, Bromelain, Papain, Aloe Barbadensis Leaf Juice, Phenoxyethanol, Geranium Maculatum Oil, Aniba Rosaeodora (Rosewood) Wood Oil, Pogostemon Cablin Oil, Citrus Aurantium Dulcis (Orange) Oil, Linalool, Limonene, Cinnamal, Beta-Carotene (CI 75130), Chlorophyllin-Copper Complex (CI 75810)

<p>Somerville360° Face Self Tanning Pads: Water/Aqua/Eau, Dihydroxyacetone, Cetyl Ethylhexanoate, Dimethicone, PEG-100 Stearate, Mica, Glyceryl Stearate, Polyacrylate-13, Glycerin, Polyisobutene, Sodium Metabisulfite, Citric Acid, Magnesium Stearate, Polysorbate 20, Palmitoyl Tripeptide-5, Potassium Sorbate, Ethylhexylglycerin, Phenoxyethanol, Fragrance (Parfum), Citronellol, Geraniol, Hexyl Cinnamal, Limonene, Linalool

<p>Somerville360° Body Tanning Towelettes:  Water/Aqua/Eau, Propanediol, Dihydroxyacetone, Butylene Glycol, Pentylene Glycol, Polysorbate-20, PEG-40 Castor Oil, Sodium Metabisulfite, Tocopherol, Tocopherol Acetate, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Cucumis Sativus (Cucumber) Fruit Extract, Ascorbic Acid, Citric Acid, Benzyl Alcohol, Potassium Sorbate, Phenoxyethanol, Fragrance (Parfum), Citral, Coumarin, Geraniol, Limonene, Linalool",,No,,Kit,"All Skin Types",
13014,"Kate Somerville",,,,,,,"Water/Aqua/Eau, Lactic Acid, Polyethylene, Glycine Soja (Soybean) Oil, Cetearyl Alcohol, Pectin, Carica Papaya (Papaya) Fruit, Lactobacillus Pumpkin Ferment Extract, Ceteareth-20, Cetyl Alcohol, Glyceryl Stearate, Dehydroxanthan Gum, PEG-100 Stearate, Salicylic Acid, SD Alcohol 40-B, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Sorbic Acid, Cinnamomum Cassia Leaf Oil, Honey/Mel/Miel,  Acetic Acid, Lavandula Angustifolia (Lavender) Oil, Potassium Sorbate, Tocopheryl Acetate, Retinyl Palmitate, Bromelain, Papain, Aloe Barbadensis Leaf Juice, Phenoxyethanol, Geranium Maculatum Oil, Aniba Rosaeodora (Rosewood) Wood Oil, Pogostemon Cablin Oil, Citrus Aurantium Dulcis (Orange) Oil, Linalool, Limonene, Cinnamal, Beta-Carotene (CI 75130), Chlorophyllin-Copper Complex (CI 75810)",,No,,Kit,"All Skin Types",
10178,"Kate Somerville",,,,,,,,,No,,Kit,"All Skin Types",
35123,"Kate Somerville",,,,,,,,,No,,No,,
39022,"Kate Somerville",,,,,,,,,No,,"0.07 Fl. Oz.","All Skin Types, Anti-Aging",
16152,"Kate Somerville",,,,,,,,,No,,No,"All Skin Types",
10181,"Kate Somerville",,,,,,,"Water/Aqua/Eau, Isopropyl Myristate, Glycerin, Butyrospermum Parkii (Shea) Butter, Cetearyl Alcohol, Myristyl
Myristate, Glyceryl Stearate, Dimethicone, Cyclopentasiloxane, Macadamia Ternifolia Seed Oil, Cocos Nucifera
(Coconut) Oil, Butylene Glycol, Aloe Barbadensis Leaf Extract, Lycium Barbarum Fruit Extract, Coffea Arabica
(Coffee) Seed Extract, Punica Granatum Fruit Extract, Morinda Citrifolia Fruit Extract, Garcinia Mangostana
Fruit Extract, Euterpe Oleracea Fruit Extract, Camellia Sinensis Leaf Extract, Cimicifuga Racemosa Root
Extract, Elaeis Oleifera Fruit Oil, Tocopheryl Acetate, Hydrolyzed Vegetable Protein, Adenosine Triphosphate,
Sodium Hyaluronate, Panthenol, Beta-Glucan, Allantoin, Peg-40 Stearate, Cyclohexasiloxane, Polyacrylate-13,
Acetyl Tyrosine, Ceteareth-20, Polyisobutene, Xanthan Gum, Dextran, Acetyl Hexapeptide-1, Maltodextrin,
Polysorbate 20, Ethylhexylglycerin, Disodium EDTA, Fragrance (Parfum), Phenoxyethanol, Potassium Sorbate,
Benzyl Salicylate, Linalool, Amyl Cinnamal, Hydroxycitronellal, Geraniol, Hexyl Cinnamal, Citronellol, Limonene,
Benzyl Benzoate
",,No,,"5 Fl. Oz.","All Skin Types",
10175,"Kate Somerville Protection",,,,,,,"<p>Active ingredients: Titanium Dioxide 8.3%, Zinc Oxide 12.6%</p>
<p>Inactive ingredients: Water/Aqua/Eau, Isododecane, Dimethicone, Butyloctyl Salicylate, C12-15 Alkyl Benzoate, Coco-Caprylate/Caprate, Glycerin, Caprylyl Methicone, Dicaprylyl Ether, Nylon-6/12, Dicaprylyl Carbonate, Butylene Glycol, Cetyl PEG/PPG-10/1 Dimethicone, Coconut Alkanes, Methylcellulose, Stearic Acid, Polyhydroxystearic Acid, Sodium Hyaluronate, Tocopheryl Acetate, Adenosine, Lentinus Edodes Extract, Trehalose, Triacetin, Tocopherol, Palmitoyl Oligopeptide, Palmitoyl Tetrapeptide-7, Urea, Sodium PCA, Parfum (Fragrance), Ethylhexylglycerin, Polysorbate 20, Polyquaternium-51, Carbomer, Pentylene Glycol, Sodium Lactate, Disodium EDTA, Benzoic Acid, Potassium Sorbate, Phenoxyethanol, Alumina</p>",,No,,"1.7 Fl. Oz.","All Skin Types, Anti-Aging","dry skin, high spf, oily skin, safe for sensitive skin"
